x,Flaps Up,Flaps 1,Flaps 5,Flaps 10,Flaps 20,Flaps 25,Flaps 30
5.4775,-0.004847,-0.004763,-0.027193,-0.036869,-0.060771,-0.091216,-0.100581
5.4886,-0.004951,-0.004866,-0.027294,-0.036967,-0.060852,-0.09129,-0.100594
5.4909,-0.004973,-0.004887,-0.027315,-0.036988,-0.060868,-0.091306,-0.100597
5.4941,-0.005004,-0.004917,-0.027345,-0.037016,-0.060892,-0.091327,-0.100601
5.5107,-0.005162,-0.005072,-0.0275,-0.037162,-0.061012,-0.091437,-0.10062
5.9524,-0.009611,-0.009507,-0.032062,-0.040892,-0.064255,-0.094235,-0.101214
5.9605,-0.009693,-0.00959,-0.032144,-0.040964,-0.064319,-0.094293,-0.101228
5.9634,-0.009723,-0.009621,-0.032174,-0.040991,-0.064343,-0.094314,-0.101233
5.969,-0.00978,-0.009678,-0.03223,-0.041041,-0.064388,-0.094353,-0.101243
5.9745,-0.009836,-0.009734,-0.032286,-0.041091,-0.064433,-0.094393,-0.101252
5.98,-0.009892,-0.009791,-0.032342,-0.041141,-0.064478,-0.094433,-0.101262
6.4494,-0.01436,-0.014343,-0.036641,-0.045612,-0.068676,-0.098254,-0.101968
6.4604,-0.014455,-0.01444,-0.036738,-0.045716,-0.068777,-0.098341,-0.101974
6.4659,-0.014502,-0.014488,-0.036786,-0.045767,-0.068828,-0.098385,-0.101977
6.4753,-0.014582,-0.014569,-0.036867,-0.045855,-0.068913,-0.098458,-0.10198
6.477,-0.014596,-0.014584,-0.036882,-0.045871,-0.068928,-0.098471,-0.101981
6.9573,-0.01851,-0.018474,-0.041079,-0.05011,-0.073136,-0.10185,-0.101743
6.9684,-0.018605,-0.018569,-0.041174,-0.050203,-0.073229,-0.101923,-0.10174
6.9692,-0.018612,-0.018577,-0.041182,-0.05021,-0.073236,-0.101928,-0.10174
6.9739,-0.018652,-0.018617,-0.041222,-0.050249,-0.073276,-0.101959,-0.101738
6.9746,-0.018658,-0.018623,-0.041228,-0.050255,-0.073281,-0.101963,-0.101738
6.985,-0.018747,-0.018713,-0.041318,-0.050342,-0.073369,-0.102031,-0.101736
6.9905,-0.018795,-0.018762,-0.041366,-0.050388,-0.073415,-0.102067,-0.101735
7.4488,-0.022931,-0.022931,-0.045344,-0.054243,-0.07714,-0.10509,-0.102029
7.4653,-0.023074,-0.023071,-0.045489,-0.054389,-0.07727,-0.105205,-0.10204
7.4709,-0.023121,-0.023117,-0.045538,-0.054437,-0.077314,-0.105243,-0.102044
7.4736,-0.023144,-0.023139,-0.045562,-0.054461,-0.077335,-0.105262,-0.102046
7.4786,-0.023187,-0.02318,-0.045606,-0.054505,-0.077374,-0.105297,-0.102049
7.4874,-0.023262,-0.023253,-0.045684,-0.054584,-0.077443,-0.105359,-0.102055
7.9733,-0.027198,-0.027007,-0.050062,-0.059108,-0.081297,-0.108852,-0.102451
7.9789,-0.027246,-0.027054,-0.050113,-0.05916,-0.081344,-0.108891,-0.102461
7.9814,-0.027268,-0.027076,-0.050137,-0.059184,-0.081366,-0.10891,-0.102466
7.9826,-0.027278,-0.027086,-0.050147,-0.059195,-0.081375,-0.108917,-0.102468
7.9844,-0.027294,-0.027102,-0.050164,-0.059212,-0.081391,-0.10893,-0.102471
7.9899,-0.027342,-0.027149,-0.050215,-0.059264,-0.081438,-0.108969,-0.102481
8.4684,-0.031849,-0.031779,-0.054501,-0.0637,-0.08567,-0.1123,-0.1038
8.4703,-0.031866,-0.031796,-0.054516,-0.063717,-0.085686,-0.112313,-0.103806
8.4734,-0.031895,-0.031825,-0.054541,-0.063746,-0.085713,-0.112336,-0.103815
8.4758,-0.031918,-0.031848,-0.054561,-0.063768,-0.085733,-0.112354,-0.103822
8.4813,-0.031969,-0.031899,-0.054606,-0.063818,-0.08578,-0.112394,-0.103839
8.4924,-0.032072,-0.032002,-0.054696,-0.063919,-0.085873,-0.112475,-0.103871
8.9783,-0.036188,-0.036051,-0.058509,-0.068327,-0.089838,-0.116332,-0.105282
8.9798,-0.036199,-0.036063,-0.058521,-0.06834,-0.089851,-0.116344,-0.105287
8.9862,-0.036249,-0.036113,-0.058575,-0.068398,-0.089906,-0.116397,-0.10531
8.9893,-0.036273,-0.036138,-0.058602,-0.068427,-0.089934,-0.116423,-0.105321
9.4587,-0.039848,-0.039941,-0.062873,-0.072827,-0.094347,-0.12024,-0.107525
9.4737,-0.039974,-0.04007,-0.063007,-0.072973,-0.09449,-0.12036,-0.107615
9.4808,-0.040035,-0.040131,-0.063069,-0.073042,-0.094557,-0.120416,-0.107658
9.4858,-0.040077,-0.040174,-0.063113,-0.073091,-0.094605,-0.120455,-0.107689
9.4863,-0.040082,-0.040178,-0.063118,-0.073096,-0.09461,-0.120459,-0.107692
9.5029,-0.040225,-0.040321,-0.063263,-0.073258,-0.094767,-0.120591,-0.107794
9.9667,-0.044683,-0.044558,-0.067083,-0.077877,-0.099008,-0.12399,-0.111113
9.9679,-0.044695,-0.044569,-0.067093,-0.077889,-0.099018,-0.123998,-0.111121
9.9722,-0.044737,-0.04461,-0.067129,-0.077932,-0.099057,-0.124026,-0.111152
9.9746,-0.044761,-0.044633,-0.06715,-0.077956,-0.099078,-0.124042,-0.111169
9.9777,-0.044791,-0.044662,-0.067176,-0.077987,-0.099106,-0.124062,-0.111191
9.9832,-0.044845,-0.044715,-0.067222,-0.078042,-0.099156,-0.124098,-0.11123
10.4747,-0.049558,-0.049466,-0.071785,-0.083087,-0.103614,-0.127161,-0.114367
10.4762,-0.049574,-0.049481,-0.071801,-0.083104,-0.103629,-0.127171,-0.114376
10.4802,-0.049613,-0.04952,-0.071841,-0.083148,-0.103666,-0.127198,-0.1144
10.4825,-0.049635,-0.049543,-0.071864,-0.083173,-0.103687,-0.127213,-0.114414
10.4912,-0.049723,-0.04963,-0.071954,-0.08327,-0.103769,-0.127273,-0.114468
10.9606,-0.054639,-0.054426,-0.077028,-0.088861,-0.108281,-0.130605,-0.11732
10.9759,-0.054804,-0.054587,-0.0772,-0.089047,-0.10843,-0.130702,-0.117412
10.9764,-0.054809,-0.054592,-0.077206,-0.089054,-0.108435,-0.130705,-0.117415
10.9827,-0.054877,-0.054658,-0.077277,-0.08913,-0.108496,-0.130745,-0.117453
10.9882,-0.054936,-0.054717,-0.077339,-0.089197,-0.10855,-0.130779,-0.117486
11.0158,-0.055234,-0.055009,-0.077652,-0.089532,-0.108818,-0.130948,-0.117651
11.4686,-0.060365,-0.060182,-0.082924,-0.095125,-0.113106,-0.133034,-0.120092
11.4741,-0.060433,-0.060252,-0.08299,-0.095196,-0.113156,-0.133053,-0.120117
11.4796,-0.060501,-0.060322,-0.083056,-0.095268,-0.113206,-0.133072,-0.120141
11.4808,-0.060515,-0.060336,-0.083069,-0.095282,-0.113217,-0.133076,-0.120146
11.4842,-0.060558,-0.06038,-0.083111,-0.095327,-0.113248,-0.133088,-0.120161
11.4851,-0.060569,-0.060392,-0.083122,-0.095339,-0.113256,-0.133091,-0.120165
11.9655,-0.067192,-0.067139,-0.08914,-0.102077,-0.117516,-0.134594,-0.12146
11.9711,-0.067276,-0.067222,-0.089215,-0.102161,-0.117566,-0.134613,-0.121462
11.9821,-0.067445,-0.067389,-0.089364,-0.102329,-0.117665,-0.134651,-0.121466
11.9876,-0.067529,-0.067472,-0.089439,-0.102413,-0.117715,-0.13467,-0.121467
11.9882,-0.067539,-0.067481,-0.089447,-0.102422,-0.11772,-0.134672,-0.121467
11.9921,-0.067598,-0.067539,-0.0895,-0.102481,-0.117755,-0.134686,-0.121468
12.4747,-0.075045,-0.07479,-0.096579,-0.109958,-0.121852,-0.13599,-0.120483
12.4791,-0.075107,-0.074852,-0.096646,-0.110024,-0.121883,-0.135992,-0.120468
12.4846,-0.075185,-0.074931,-0.096731,-0.110107,-0.121922,-0.135995,-0.120449
12.486,-0.075205,-0.074952,-0.096754,-0.110129,-0.121932,-0.135996,-0.120444
12.4901,-0.075262,-0.075009,-0.096817,-0.110189,-0.121961,-0.135998,-0.12043
12.5177,-0.075646,-0.075399,-0.097244,-0.110601,-0.122151,-0.136002,-0.120334
12.8756,-0.080249,-0.080215,-0.102945,-0.115937,-0.124352,-0.135109,-0.118831
12.8779,-0.08028,-0.080246,-0.102982,-0.115973,-0.124366,-0.1351,-0.118819
12.9871,-0.082306,-0.082124,-0.104795,-0.117777,-0.125057,-0.134667,-0.118209
12.9962,-0.082463,-0.082275,-0.104949,-0.117936,-0.125118,-0.134632,-0.118153
12.9974,-0.082482,-0.082294,-0.104968,-0.117956,-0.125126,-0.134628,-0.118146
12.9981,-0.082494,-0.082305,-0.10498,-0.117969,-0.125131,-0.134625,-0.118141
13.0036,-0.082587,-0.082395,-0.105073,-0.118065,-0.125168,-0.134605,-0.118108
13.0202,-0.08286,-0.082662,-0.105353,-0.118356,-0.12528,-0.134544,-0.118004
13.495,-0.090481,-0.090362,-0.114002,-0.127674,-0.128785,-0.13314,-0.114306
13.4958,-0.090494,-0.090375,-0.114018,-0.127691,-0.12879,-0.133138,-0.114299
13.5052,-0.090654,-0.090539,-0.114205,-0.127884,-0.128854,-0.133107,-0.114216
13.5061,-0.090669,-0.090554,-0.114223,-0.127902,-0.128859,-0.133104,-0.114209
13.5116,-0.090763,-0.090651,-0.114333,-0.128015,-0.128896,-0.133086,-0.11416
13.5171,-0.090858,-0.090748,-0.114444,-0.128129,-0.128933,-0.133068,-0.114112
13.9865,-0.09951,-0.099662,-0.124451,-0.137782,-0.131519,-0.130724,-0.109334
13.992,-0.099614,-0.099766,-0.124569,-0.137896,-0.131546,-0.130685,-0.109265
14.0027,-0.099814,-0.099967,-0.124797,-0.138115,-0.131598,-0.130608,-0.10913
14.003,-0.099822,-0.099974,-0.124806,-0.138123,-0.1316,-0.130606,-0.109125
14.0086,-0.099926,-0.100078,-0.124925,-0.138237,-0.131626,-0.130565,-0.109053
14.0141,-0.100029,-0.100181,-0.125042,-0.13835,-0.131653,-0.130525,-0.108983
14.0251,-0.100236,-0.100387,-0.125278,-0.138577,-0.131706,-0.130443,-0.108839
14.4724,-0.108351,-0.108185,-0.134575,-0.147796,-0.133813,-0.126368,-0.102131
14.489,-0.108646,-0.108464,-0.134915,-0.148137,-0.13389,-0.126201,-0.101865
14.4995,-0.108834,-0.108641,-0.13513,-0.148354,-0.133939,-0.126096,-0.101697
14.5055,-0.108942,-0.108743,-0.135255,-0.148479,-0.133967,-0.126035,-0.101599
14.507,-0.108969,-0.108768,-0.135286,-0.14851,-0.133974,-0.126019,-0.101575
14.511,-0.10904,-0.108836,-0.135368,-0.148593,-0.133992,-0.125979,-0.101511
14.5221,-0.109237,-0.109022,-0.135595,-0.148821,-0.134044,-0.125868,-0.101334
